id,region,product,amount
342729,West,Gizmo,4.13
342730,North,Gadget,6.87
342731,West,Widget,6.66
342732,South,Gadget,7.78
342733,East,Doohickey,0.15
342734,South,Gadget,8.24
342735,West,Gadget,2.59
342736,South,Gizmo,2.93
342737,East,Gizmo,3.19
342738,North,Doohickey,4.81
342739,West,Widget,1.37
342740,South,Doohickey,8.37
342741,South,Gizmo,6.7
342742,South,Widget,6.98
342743,North,Gadget,8.47
342744,North,Gadget,7.29
342745,South,Doohickey,1.78
342746,East,Doohickey,2.3
342747,South,Widget,8.34
342748,North,Gizmo,0.93
342749,East,Gadget,3.86
342750,South,Doohickey,5.89
342751,West,Gadget,0.83
342752,West,Widget,3.65
342753,North,Widget,4.88
342754,East,Doohickey,0.01
342755,East,Widget,5.45
342756,North,Gizmo,2.21
342757,East,Doohickey,6.38
342758,North,Doohickey,3.76
342759,South,Widget,0.31
342760,East,Gadget,1.71
342761,North,Gizmo,1.4
342762,East,Doohickey,6.35
342763,South,Gadget,4.49
342764,North,Gadget,2.79
342765,East,Gizmo,5.36
342766,West,Doohickey,9.97
342767,East,Gadget,5.74
342768,East,Gizmo,7.25
342769,East,Doohickey,9.05
342770,West,Widget,0.76
342771,North,Gizmo,7.48
342772,South,Widget,2.04
342773,West,Gizmo,8.78
342774,North,Widget,8.75
342775,East,Gizmo,1.66
342776,North,Gadget,3.59
342777,West,Widget,1.78
342778,North,Gadget,0.31
342779,South,Widget,6.73
342780,East,Gizmo,7.42
342781,South,Gizmo,7.05
342782,North,Gizmo,9.17
342783,North,Widget,2.16
342784,South,Widget,0.08
342785,South,Doohickey,4.66
342786,East,Gadget,4.3
342787,South,Widget,3.72
342788,South,Doohickey,3.28
342789,North,Gizmo,8.61
342790,East,Gizmo,5.8
342791,West,Doohickey,6.06
342792,West,Widget,2.38
342793,South,Gadget,1.43
342794,East,Doohickey,2.16
342795,South,Doohickey,1.75
342796,North,Widget,3.96
342797,North,Widget,0.55
342798,East,Gadget,4.96
342799,North,Gizmo,8.3
342800,North,Gadget,9.72
342801,South,Gadget,9.52
342802,East,Doohickey,9.42
342803,East,Doohickey,7.37
342804,North,Gadget,6.42
342805,South,Gadget,9.3
342806,North,Widget,1.76
342807,East,Doohickey,2.65
342808,North,Gadget,4.09
342809,West,Gadget,7.57
342810,North,Doohickey,6.93
342811,West,Doohickey,5.62
342812,North,Doohickey,7.24
342813,North,Widget,6.32
342814,East,Doohickey,2.65
342815,North,Doohickey,0.73
342816,East,Gadget,6.3
342817,West,Gadget,0.6
342818,East,Gadget,8.15
342819,South,Doohickey,4.07
342820,East,Gizmo,8.99
342821,West,Gadget,3.87
342822,South,Doohickey,8.76
342823,West,Doohickey,2.28
342824,East,Widget,3.94
342825,North,Gadget,7.61
342826,West,Doohickey,9.66
342827,South,Gizmo,0.59
342828,North,Widget,1.08
342829,North,Widget,5.77
342830,East,Gadget,4.86
342831,South,Doohickey,1.77
342832,North,Doohickey,6.34
342833,North,Widget,6.75
342834,North,Gadget,9.86
342835,East,Widget,10.0
342836,West,Gadget,0.0
342837,North,Gizmo,8.28
342838,West,Doohickey,8.97
342839,West,Gizmo,6.25
342840,North,Widget,1.35
342841,South,Gizmo,3.12
342842,South,Gadget,0.75
342843,South,Doohickey,4.39
342844,South,Gadget,3.96
342845,South,Gadget,5.9
342846,South,Gadget,7.62
342847,East,Widget,9.48
342848,East,Widget,9.1
342849,North,Widget,3.93
342850,West,Widget,7.96
342851,South,Widget,2.39
342852,South,Gadget,6.94
342853,West,Doohickey,7.33
342854,North,Doohickey,1.86
342855,North,Gizmo,7.44
342856,North,Doohickey,7.63
342857,South,Gadget,6.38
342858,West,Gizmo,3.88
342859,East,Gadget,2.04
342860,North,Widget,7.22
342861,North,Gadget,6.39
342862,West,Gizmo,8.82
342863,East,Gadget,0.02
342864,South,Widget,5.44
342865,West,Widget,2.96
342866,East,Gizmo,9.01
342867,West,Widget,2.63
342868,East,Gadget,5.21
342869,South,Doohickey,3.0
342870,South,Doohickey,4.02
342871,North,Doohickey,4.05
342872,East,Doohickey,5.99
342873,West,Doohickey,9.33
342874,North,Gadget,6.41
342875,South,Widget,0.18
342876,North,Gizmo,5.81
342877,North,Gizmo,9.23
342878,East,Gadget,9.3
342879,West,Gadget,2.63
342880,West,Widget,9.09
342881,South,Doohickey,9.77
342882,South,Doohickey,4.39
342883,West,Widget,1.8
342884,West,Widget,0.1
342885,East,Gadget,5.33
342886,East,Gizmo,1.4
342887,North,Widget,5.72
342888,East,Doohickey,4.18
342889,North,Gadget,5.09
342890,East,Doohickey,2.28
342891,South,Gizmo,3.82
342892,East,Gadget,1.49
342893,East,Gadget,0.86
342894,North,Gadget,6.31
342895,East,Widget,7.05
342896,West,Widget,0.56
342897,North,Gizmo,8.16
342898,East,Widget,4.46
342899,West,Doohickey,8.7
342900,East,Gizmo,1.25
342901,East,Gadget,5.8
342902,South,Gadget,4.1
342903,East,Gadget,2.28
342904,West,Gadget,9.53
342905,West,Doohickey,1.93
342906,West,Gadget,7.42
342907,East,Widget,5.72
342908,South,Gizmo,8.52
342909,North,Gizmo,6.76
342910,North,Doohickey,9.6
342911,West,Widget,3.46
342912,South,Widget,3.42
342913,West,Gizmo,5.01
342914,South,Widget,5.17
342915,North,Doohickey,0.47
342916,East,Doohickey,9.62
342917,South,Gizmo,3.18
342918,South,Gizmo,3.62
342919,South,Gadget,4.85
342920,West,Gadget,6.57
342921,North,Doohickey,9.78
342922,East,Widget,7.62
342923,East,Doohickey,8.14
342924,East,Doohickey,1.91
342925,East,Doohickey,8.59
342926,South,Widget,9.91
342927,East,Widget,4.89
342928,North,Gadget,3.19
342929,South,Gizmo,8.05
342930,North,Gadget,7.27
342931,East,Gadget,5.58
342932,South,Gadget,6.94
342933,South,Gizmo,1.92
342934,East,Widget,2.69
342935,East,Widget,9.59
342936,South,Gizmo,7.15
342937,North,Gadget,9.23
342938,West,Widget,8.97
342939,East,Widget,7.17
342940,South,Widget,8.1
342941,South,Doohickey,3.8
342942,West,Doohickey,9.99
342943,North,Doohickey,2.16
342944,East,Doohickey,8.65
342945,East,Widget,6.1
342946,East,Doohickey,7.91
342947,West,Doohickey,9.44
342948,West,Gizmo,7.66
342949,West,Gizmo,2.98
342950,South,Gadget,7.49
342951,East,Widget,3.87
342952,West,Widget,2.92
342953,North,Doohickey,3.01
342954,East,Doohickey,0.73
342955,West,Gadget,9.54
342956,North,Doohickey,8.2
342957,East,Gizmo,7.73
342958,West,Doohickey,8.15
342959,East,Gizmo,1.32
342960,East,Gadget,5.67
342961,North,Gadget,1.79
342962,East,Gadget,4.82
342963,East,Doohickey,2.42
342964,East,Gadget,3.47
342965,South,Gadget,7.27
342966,North,Gizmo,2.44
342967,North,Widget,4.9
342968,South,Gizmo,0.56
342969,East,Widget,9.99
342970,East,Doohickey,0.75
342971,North,Widget,1.91
342972,West,Widget,3.68
342973,South,Widget,8.28
342974,North,Widget,4.26
342975,North,Doohickey,3.58
342976,South,Gadget,3.56
342977,East,Widget,6.85
342978,West,Doohickey,2.93
342979,West,Doohickey,0.43
342980,North,Widget,0.18
342981,West,Doohickey,1.43
342982,East,Widget,7.51
342983,North,Widget,0.98
342984,South,Doohickey,9.23
342985,West,Gadget,1.68
342986,South,Gizmo,3.35
342987,North,Widget,2.68
342988,East,Doohickey,4.58
342989,South,Gadget,2.97
342990,West,Doohickey,8.31
342991,North,Widget,7.74
342992,East,Widget,3.91
342993,East,Gizmo,9.82
342994,North,Gizmo,3.55
342995,North,Widget,7.95
342996,North,Widget,7.26
342997,East,Widget,6.28
342998,North,Gizmo,7.94
342999,South,Gizmo,5.15
343000,East,Widget,0.78
343001,East,Gadget,1.19
343002,North,Gadget,9.74
343003,North,Gadget,6.32
343004,North,Doohickey,0.28
343005,South,Widget,8.6
343006,South,Doohickey,1.39
343007,South,Gadget,5.11
343008,South,Gadget,1.92
343009,West,Widget,6.29
343010,North,Widget,6.03
343011,South,Doohickey,3.62
343012,West,Doohickey,9.76
343013,East,Gadget,7.64
343014,South,Doohickey,6.57
343015,South,Gadget,1.35
343016,North,Doohickey,2.24
343017,South,Gadget,4.79
343018,West,Widget,0.91
343019,North,Gadget,0.16
343020,East,Widget,2.62
343021,South,Gizmo,3.36
343022,South,Gizmo,9.24
343023,North,Doohickey,6.96
343024,South,Gizmo,0.26
343025,East,Gizmo,1.67
343026,East,Doohickey,1.85
343027,North,Widget,8.28
343028,East,Widget,2.77
343029,North,Gadget,9.71
343030,East,Gadget,8.55
343031,South,Widget,3.17
343032,South,Gizmo,0.96
343033,South,Widget,5.85
343034,East,Widget,3.04
343035,North,Widget,3.68
343036,West,Gizmo,1.68
343037,North,Gadget,1.44
343038,West,Gadget,8.28
343039,North,Gizmo,4.45
343040,South,Gadget,5.37
343041,South,Doohickey,6.41
343042,North,Widget,1.35
343043,South,Doohickey,5.52
343044,West,Widget,8.41
343045,South,Gizmo,0.95
343046,North,Doohickey,8.7
343047,North,Gadget,4.93
343048,South,Widget,2.2
343049,West,Gizmo,1.34
343050,South,Doohickey,5.39
343051,North,Gizmo,0.34
343052,North,Gizmo,3.98
343053,South,Widget,0.15
343054,South,Widget,4.15
343055,West,Gizmo,1.04
343056,North,Widget,6.33
343057,North,Gadget,3.77
343058,East,Gizmo,2.82
343059,South,Gizmo,4.74
343060,North,Gadget,5.27
343061,West,Gadget,2.43
343062,South,Widget,1.21
343063,East,Gizmo,5.47
343064,East,Widget,9.2
343065,East,Gizmo,0.84
343066,East,Gizmo,0.71
343067,West,Gadget,1.88
343068,East,Gadget,3.19
343069,West,Gadget,9.56
343070,South,Gadget,2.67
343071,West,Doohickey,7.44
343072,North,Widget,6.17
343073,West,Gadget,0.03
343074,South,Widget,4.17
343075,East,Gadget,6.72
343076,North,Gizmo,0.4
343077,North,Doohickey,8.73
343078,East,Widget,1.96
343079,South,Doohickey,4.25
343080,South,Widget,5.75
343081,East,Widget,8.05
343082,West,Gadget,8.11
343083,East,Gizmo,5.13
343084,East,Doohickey,3.33
343085,North,Widget,4.57
343086,West,Gizmo,3.44
343087,North,Gadget,9.06
343088,East,Gizmo,5.74
343089,South,Doohickey,7.28
343090,East,Gadget,7.1
343091,West,Doohickey,1.68
343092,West,Doohickey,3.72
343093,West,Widget,1.26
343094,West,Widget,3.25
343095,East,Gizmo,0.06
343096,South,Widget,1.33
343097,East,Doohickey,4.74
343098,West,Gadget,8.5
343099,South,Widget,1.31
343100,North,Gizmo,4.49
343101,East,Gadget,9.61
343102,West,Widget,5.84
343103,East,Gadget,5.88
343104,East,Gadget,0.04
343105,East,Doohickey,8.6
343106,East,Doohickey,3.71
343107,North,Doohickey,9.78
343108,North,Gizmo,5.05
343109,North,Widget,4.2
343110,South,Doohickey,1.15
343111,South,Gadget,2.23
343112,South,Gizmo,8.65
343113,South,Doohickey,7.26
343114,North,Doohickey,2.5
343115,South,Gizmo,7.84
343116,North,Gadget,1.05
343117,North,Gizmo,5.65
343118,South,Gizmo,7.53
343119,South,Gizmo,4.95
343120,East,Gizmo,7.02
343121,East,Gadget,5.88
343122,North,Widget,5.68
343123,South,Gizmo,4.26
343124,West,Gadget,3.52
343125,East,Doohickey,2.79
343126,South,Gadget,5.2
343127,North,Gizmo,4.25
343128,North,Gizmo,3.77
343129,East,Widget,5.56
343130,West,Gizmo,0.77
343131,North,Widget,2.63
343132,North,Gadget,2.41
343133,South,Widget,9.95
343134,East,Doohickey,5.51
343135,South,Widget,5.29
343136,East,Gizmo,8.97
343137,East,Gizmo,9.99
343138,North,Doohickey,5.93
343139,North,Doohickey,6.94
343140,West,Gizmo,9.56
343141,South,Gizmo,4.26
343142,South,Doohickey,0.73
343143,South,Widget,0.02
343144,South,Gizmo,8.67
343145,South,Widget,4.66
343146,East,Widget,6.99
343147,East,Widget,0.94
343148,West,Doohickey,6.13
343149,South,Gizmo,8.04
343150,East,Doohickey,9.63
343151,West,Gizmo,5.33
343152,South,Doohickey,6.34
343153,South,Doohickey,3.59
343154,South,Gizmo,2.73
343155,West,Doohickey,6.31
343156,North,Gadget,9.36
343157,East,Gizmo,1.16
343158,North,Doohickey,3.62
343159,South,Widget,2.48
343160,South,Gizmo,6.32
343161,East,Gadget,8.64
343162,South,Widget,3.21
343163,North,Gadget,4.62
343164,West,Widget,3.76
343165,West,Doohickey,8.47
343166,North,Gadget,8.61
343167,North,Gadget,2.82
343168,West,Doohickey,4.05
343169,West,Gizmo,6.33
343170,South,Gizmo,6.39
343171,West,Doohickey,8.04
343172,East,Doohickey,1.81
343173,South,Gizmo,7.27
343174,East,Gadget,7.56
343175,South,Doohickey,4.8
343176,North,Gizmo,8.32
343177,East,Gizmo,7.16
343178,East,Gizmo,7.78
343179,East,Doohickey,3.94
343180,East,Gadget,8.93
343181,West,Doohickey,9.82
343182,South,Doohickey,8.59
343183,West,Widget,7.28
343184,South,Widget,0.38
343185,South,Gizmo,2.6
343186,East,Gizmo,8.38
343187,North,Widget,8.1
343188,East,Gadget,8.0
343189,West,Gadget,5.91
343190,South,Widget,3.87
343191,East,Gadget,4.1
343192,West,Widget,4.96
343193,East,Doohickey,4.43
343194,West,Gadget,5.71
343195,West,Doohickey,1.92
343196,North,Gadget,8.16
343197,East,Doohickey,0.4
343198,North,Gadget,4.11
343199,West,Widget,4.95
343200,East,Gizmo,8.25
343201,West,Doohickey,1.8
343202,North,Widget,3.01
343203,West,Widget,8.26
343204,West,Gizmo,3.16
343205,North,Widget,0.87
343206,East,Doohickey,3.73
343207,South,Widget,7.57
343208,West,Doohickey,7.76
343209,East,Doohickey,0.7
343210,South,Gadget,1.63
343211,South,Widget,1.13
343212,South,Gadget,4.02
343213,West,Widget,0.3
343214,North,Widget,1.69
343215,East,Gizmo,6.18
343216,South,Gadget,9.11
343217,South,Gadget,1.05
343218,South,Gizmo,1.56
343219,South,Gizmo,4.18
343220,West,Widget,1.13
343221,West,Doohickey,9.75
343222,South,Gizmo,2.98
343223,West,Gizmo,1.22
343224,North,Doohickey,4.67
343225,East,Gadget,6.28
343226,West,Doohickey,5.14
343227,North,Gizmo,2.95
343228,North,Doohickey,0.84
343229,South,Doohickey,6.09
343230,North,Gadget,5.81
343231,North,Doohickey,5.4
343232,South,Gadget,9.24
343233,North,Gadget,0.46
343234,West,Gizmo,8.92
343235,South,Gadget,5.94
343236,North,Gadget,1.32
343237,West,Doohickey,9.82
343238,East,Gadget,9.39
343239,West,Gadget,1.0
343240,North,Gadget,7.53
343241,West,Gadget,8.01
343242,North,Gadget,8.72
343243,North,Widget,9.44
343244,South,Widget,2.96
343245,East,Gadget,7.86
343246,North,Gadget,7.46
343247,East,Gadget,3.51
343248,West,Gadget,8.61
343249,East,Gizmo,0.87
343250,South,Gizmo,2.79
343251,North,Widget,1.15
343252,North,Doohickey,8.15
343253,East,Gizmo,6.42
343254,East,Doohickey,2.43
343255,North,Gadget,6.51
343256,South,Gizmo,2.26
343257,East,Widget,8.28
343258,North,Gadget,8.17
343259,North,Gadget,7.62
343260,East,Gizmo,5.42
343261,West,Gizmo,8.89
343262,North,Doohickey,5.17
343263,East,Gadget,2.87
343264,North,Doohickey,2.22
343265,North,Gizmo,4.07
343266,South,Widget,5.26
343267,North,Widget,0.44
343268,West,Widget,3.07
343269,East,Gadget,3.79
343270,South,Widget,5.54
343271,North,Gizmo,7.2
343272,North,Widget,1.39
343273,East,Gizmo,6.49
343274,East,Gadget,5.45
343275,East,Doohickey,6.26
343276,West,Widget,7.17
343277,West,Gizmo,7.73
343278,West,Gadget,8.51
343279,East,Gizmo,4.67
343280,West,Gizmo,3.91
343281,South,Widget,5.58
343282,South,Gadget,7.02
343283,South,Gizmo,5.55
343284,North,Gadget,8.97
343285,West,Doohickey,8.46
343286,East,Widget,0.94
343287,West,Gadget,1.02
343288,South,Gadget,9.17
343289,North,Widget,3.08
343290,North,Gadget,4.12
343291,North,Doohickey,5.21
343292,South,Gadget,6.78
343293,East,Gizmo,2.88
343294,North,Gadget,4.13
343295,West,Doohickey,8.91
343296,South,Doohickey,2.73
343297,West,Gadget,9.87
343298,South,Widget,3.98
343299,West,Gadget,9.89
343300,West,Gizmo,7.17
343301,West,Gadget,5.15
343302,South,Gadget,6.87
343303,East,Widget,5.59
343304,East,Gizmo,9.16
343305,East,Gadget,5.99
343306,East,Widget,7.23
343307,South,Gadget,7.2
343308,North,Gadget,0.67
343309,North,Widget,9.84
343310,North,Gizmo,4.29
343311,South,Gadget,6.79
343312,South,Widget,1.76
343313,North,Widget,8.11
343314,East,Widget,6.42
343315,West,Gadget,1.59
343316,East,Doohickey,6.86
343317,North,Doohickey,5.07
343318,East,Widget,7.35
343319,West,Doohickey,1.94
343320,West,Doohickey,4.28
343321,East,Gizmo,9.67
343322,West,Gadget,7.71
343323,West,Widget,2.14
343324,North,Widget,3.82
343325,West,Doohickey,0.76
343326,West,Gizmo,7.9
343327,North,Gadget,5.68
343328,South,Gizmo,9.45
343329,East,Gizmo,8.42
343330,West,Gizmo,0.67
343331,East,Doohickey,9.05
343332,South,Widget,7.09
343333,East,Gizmo,6.84
343334,South,Doohickey,4.52
343335,West,Widget,0.64
343336,East,Gizmo,9.48
343337,South,Gadget,6.59
343338,South,Widget,1.3
343339,East,Gizmo,3.95
343340,West,Doohickey,2.96
343341,North,Widget,6.57
343342,East,Doohickey,3.99
343343,South,Gizmo,6.54
343344,South,Gadget,3.46
343345,East,Doohickey,8.6
343346,East,Widget,3.21
343347,East,Gizmo,9.01
343348,North,Widget,1.22
343349,West,Gadget,9.86
343350,South,Gizmo,3.36
343351,East,Doohickey,0.51
343352,East,Gadget,6.72
343353,West,Gizmo,1.22
343354,East,Gadget,1.91
343355,North,Gadget,9.83
343356,South,Doohickey,2.32
343357,West,Gizmo,1.6
343358,West,Widget,7.79
343359,East,Gadget,3.81
343360,North,Gadget,7.01
343361,East,Doohickey,1.39
343362,West,Gizmo,7.36
343363,West,Gadget,7.1
343364,South,Doohickey,3.89
343365,South,Doohickey,0.14
343366,West,Gizmo,8.97
343367,North,Widget,9.76
343368,East,Gadget,2.66
343369,West,Doohickey,6.49
343370,North,Gizmo,9.56
343371,South,Doohickey,2.08
343372,East,Gadget,1.79
343373,West,Widget,0.66
343374,West,Gadget,9.25
343375,West,Gadget,7.93
343376,West,Doohickey,7.68
343377,North,Widget,2.21
343378,West,Doohickey,2.43
343379,East,Gizmo,0.88
343380,South,Gizmo,0.46
343381,East,Doohickey,8.71
343382,South,Gadget,6.38
343383,East,Widget,9.73
343384,North,Gadget,8.68
343385,South,Widget,2.87
343386,West,Doohickey,0.75
343387,West,Gizmo,2.45
343388,North,Gadget,7.71
343389,North,Gadget,8.7
343390,South,Gadget,4.02
343391,East,Doohickey,0.18
343392,West,Gizmo,8.81
343393,North,Gizmo,9.4
343394,West,Gizmo,5.35
343395,South,Gizmo,5.44
343396,East,Doohickey,8.99
343397,East,Gizmo,2.47
343398,East,Gizmo,2.79
343399,West,Doohickey,1.03
343400,East,Gadget,3.5
343401,North,Doohickey,9.77
343402,East,Gadget,1.38
343403,South,Gizmo,8.86
343404,East,Widget,5.99
343405,South,Doohickey,2.91
343406,East,Widget,7.04
343407,North,Widget,0.17
343408,West,Gadget,3.27
343409,North,Doohickey,6.97
343410,South,Widget,4.82
343411,East,Gizmo,1.42
343412,West,Gadget,4.71
343413,South,Doohickey,7.57
343414,West,Doohickey,2.35
343415,East,Doohickey,2.25
343416,West,Gizmo,8.25
343417,North,Gadget,9.58
343418,East,Widget,2.12
343419,North,Gizmo,4.78
343420,West,Widget,7.9
343421,East,Gadget,7.37
343422,East,Gadget,8.52
343423,North,Widget,5.74
343424,East,Widget,9.84
343425,North,Gadget,9.82
343426,North,Gizmo,7.99
343427,East,Doohickey,5.55
343428,South,Gadget,6.98
343429,North,Gizmo,5.27
343430,South,Gadget,3.45
343431,West,Doohickey,1.1
343432,South,Doohickey,4.07
343433,West,Gadget,4.18
343434,North,Gizmo,6.38
343435,East,Widget,1.03
343436,East,Gadget,8.26
343437,North,Gadget,0.1
343438,North,Gadget,2.48
343439,South,Gizmo,5.41
343440,North,Doohickey,2.05
343441,North,Gizmo,1.54
343442,West,Widget,9.59
343443,West,Widget,3.78
343444,North,Widget,8.73
343445,North,Gizmo,0.29
343446,North,Gizmo,8.51
343447,West,Gizmo,8.14
343448,West,Widget,2.2
343449,North,Gizmo,3.9
343450,West,Gadget,0.61
343451,South,Doohickey,0.03
343452,East,Doohickey,6.12
343453,South,Gizmo,2.75
343454,West,Gizmo,7.77
343455,West,Gadget,3.32
343456,South,Widget,9.49
343457,East,Gizmo,4.58
343458,South,Doohickey,3.55
343459,North,Gizmo,6.76
343460,West,Widget,8.46
343461,West,Widget,1.72
343462,North,Widget,6.21
343463,West,Gizmo,2.93
343464,South,Doohickey,6.55
343465,North,Gizmo,9.02
343466,West,Doohickey,7.28
343467,West,Widget,2.67
343468,West,Doohickey,8.02
343469,East,Widget,2.7
343470,South,Doohickey,1.6
343471,North,Widget,6.62
343472,East,Doohickey,1.67
343473,South,Doohickey,3.06
343474,West,Doohickey,7.22
343475,West,Gizmo,7.92
343476,South,Widget,4.67
343477,East,Gadget,6.37
343478,North,Doohickey,6.28
343479,West,Gadget,2.72
343480,East,Widget,8.8
343481,South,Widget,3.8
343482,West,Widget,0.26
343483,North,Gadget,7.6
343484,West,Doohickey,3.67
343485,East,Doohickey,7.65
343486,North,Gizmo,5.57
343487,North,Doohickey,5.46
343488,East,Doohickey,4.35
343489,South,Gizmo,7.97
343490,West,Gizmo,7.95
343491,East,Doohickey,4.06
343492,South,Doohickey,2.85
343493,West,Gizmo,4.64
343494,East,Gadget,6.82
343495,South,Doohickey,3.63
343496,East,Gadget,6.0
343497,North,Widget,2.91
343498,West,Widget,2.71
343499,West,Gizmo,3.0
343500,East,Gadget,4.19
343501,West,Widget,2.77
343502,East,Doohickey,4.18
343503,North,Widget,5.37
343504,West,Widget,8.37
343505,South,Gizmo,4.95
343506,East,Gizmo,2.31
343507,North,Gadget,8.35
343508,East,Gizmo,4.91
343509,South,Gadget,8.87
343510,West,Widget,4.0
343511,West,Doohickey,4.36
343512,East,Gadget,0.64
343513,South,Widget,0.48
343514,North,Gadget,7.47
343515,North,Gadget,0.93
343516,South,Gizmo,2.8
343517,East,Doohickey,0.31
343518,West,Doohickey,5.88
343519,East,Widget,2.22
343520,West,Gizmo,1.02
343521,East,Gizmo,4.49
343522,South,Widget,7.66
343523,West,Widget,5.94
343524,West,Widget,1.17
343525,East,Gadget,4.23
343526,East,Gadget,4.42
343527,East,Widget,2.3
343528,East,Gadget,3.24
343529,South,Gizmo,1.59
343530,South,Gizmo,9.99
343531,West,Gadget,4.14
343532,South,Gizmo,8.03
343533,East,Widget,1.72
343534,West,Gadget,6.58
343535,East,Doohickey,9.64
343536,West,Gizmo,9.84
343537,North,Widget,4.71
343538,North,Gadget,6.37
343539,West,Doohickey,1.97
343540,North,Doohickey,4.82
343541,North,Widget,2.11
343542,West,Gizmo,9.8
343543,North,Widget,2.3
343544,South,Doohickey,7.45
343545,East,Doohickey,6.22
343546,East,Widget,3.72
343547,West,Doohickey,5.33
343548,South,Widget,9.47
343549,East,Gizmo,2.27
343550,East,Gadget,5.66
343551,East,Gizmo,8.96
343552,West,Widget,8.96
